MSE,R2,Pear,MCC,Accuracy,rep,fold
0.9287119084872223,0.009529270588536698,0.21124465797728448,-0.2581988897471611,0.5714285714285714,0,0
0.3827069187884033,0.21857577178882426,0.5223192279979184,0.16666666666666666,0.5714285714285714,0,1
0.3337809858193816,0.5016431676878654,0.8374231121118217,0.7302967433402214,0.8571428571428571,0,2
0.43741934249442843,0.35251729009403765,0.9046243334228982,0.5,0.6666666666666666,0,3
0.6170206616785646,-0.3131790725870893,0.10000972546231157,0.5,0.6666666666666666,0,4
