colname,mean,std
Delta_Entropy,-22.018122412685578,0.8269054167572496
EEL,-1897.550327658582,10.110666151928273
EGB,1849.3814438292911,9.236375241612013
ESURF,-31.86348789179105,1.120798405195225
HB Energy,-8.122226617749718,5.488810602940568
Hydrophobic Energy,-138.65026214024223,7.752251568279143
Pi-Pi Energy,-3.045844988047137,0.8196672289952035
VDWAALS,-205.5691205363806,10.307685907843481
