colname,mean,std
Delta_Entropy,-21.966982950790065,0.90786481642811
EEL,-1897.5683660445602,9.709541050445631
EGB,1849.411114554398,8.893434556427875
ESURF,-31.807547236689818,1.2008242820292951
HB Energy,-7.714113389769352,5.408723541631227
Hydrophobic Energy,-138.19798364817996,8.198676049183705
Pi-Pi Energy,-3.0202711521686325,0.8091041323955782
VDWAALS,-205.0920261863426,10.858488516934788
