colname,mean,std
Delta_Entropy,-22.018427381023916,0.8866023659455745
EEL,-1897.5470152017688,11.900795720469484
EGB,1849.3783735811683,10.929289619719864
ESURF,-31.863571752349362,1.1738900912747734
HB Energy,-8.121480954463319,5.505214444805877
Hydrophobic Energy,-138.6510871769943,7.949472150272706
Pi-Pi Energy,-3.0450254391697613,0.9222059239376212
VDWAALS,-205.57527185830105,10.728598645694431
